generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
11530,31655.3418,530050.0000,199626,0.094460,0.000000,0.029324,0.015924,0.058410,-0.719321,0.000000,0.367488,0.113367,0.024851,-0.004776,12.4,8,17,5.5,2,9,5203,1.702775,3357,0.003343,0,0.002526
11540,30364.2012,521100.0312,196131,0.044736,0.000000,0.072130,0.033312,0.103964,-0.673786,0.000000,0.388523,0.083178,0.133462,-0.335859,12.5,8,17,5.5,2,9,5514,1.725455,3412,0.001708,0,0.002029
11550,57588.2227,767650.0000,251894,0.086271,0.000000,0.041665,0.030356,-0.117776,-0.572577,0.000000,0.508830,0.119965,0.058809,0.058807,12.4,7,17,5.6,2,10,4949,1.704023,2733,0.000906,0,0.000405
11560,39889.4297,585350.0625,227085,0.112845,0.000000,0.032740,0.031606,0.256275,-0.733277,0.000000,0.472227,0.143469,0.062678,-0.169472,12.4,8,17,5.6,2,10,4811,1.700578,4277,0.001755,0,0.002498
11570,33928.8281,537400.0000,211339,0.039099,0.000000,0.023951,0.018304,0.127650,-0.733389,0.000000,0.453061,0.105869,0.068339,-0.147598,12.4,8,16,5.6,2,11,5164,1.720251,3499,0.001714,0,0.001915
11580,29034.7988,462100.0000,210237,0.153510,0.000000,0.053600,0.033999,-0.088365,-0.773101,0.000000,0.394114,0.173289,0.050079,-0.094287,12.4,7,16,5.7,2,10,5152,1.711476,3639,0.002291,0,0.002319
11590,50171.5742,696250.0000,239817,0.097594,0.000000,0.043280,0.016466,0.145512,-0.720336,0.000000,0.452406,0.126137,0.035510,-0.138176,12.4,6,17,5.6,2,10,4622,1.734931,3187,0.001231,0,0.001674
11600,19222.1035,376200.0000,173361,0.000121,0.000000,0.058129,0.017391,0.235940,-0.745160,0.000000,0.465101,0.067879,0.000000,0.000000,12.3,7,17,5.7,2,10,5966,1.718282,2396,0.003716,0,0.003623
11610,36015.2539,546000.0000,221482,0.073055,0.000000,0.037176,0.036138,0.288483,-0.738390,0.000000,0.471618,0.106305,0.000000,0.000000,12.4,8,16,5.6,2,9,5216,1.720763,2685,0.000581,0,0.000473
11620,32125.2676,581850.0625,186163,0.009686,0.000000,0.069450,0.016250,0.252438,-0.686015,0.000000,0.375916,0.052404,0.087819,-0.231475,12.4,7,16,5.6,2,10,5659,1.710713,3449,0.001900,0,0.001963
11630,28530.5137,552000.0000,175611,0.003585,0.000000,0.000000,0.029036,0.199326,-0.563630,0.000000,0.177656,0.198111,0.000000,0.000000,12.5,8,17,5.5,2,9,5986,1.724955,2774,0.005314,0,0.005481
11640,33104.3320,553600.0625,202704,0.039192,0.000000,0.129434,0.031874,0.062623,-0.598078,0.000000,0.139549,0.126603,0.090800,-0.229944,12.5,7,17,5.6,2,10,5755,1.722280,1806,0.000979,0,0.001825
11650,68422.8984,908750.0000,250836,0.108081,0.000000,0.022543,0.027932,0.113246,-0.551189,0.000000,0.178852,0.091193,0.030263,-0.074757,12.4,7,18,5.6,2,9,4537,1.708771,3638,0.000758,0,0.000217
11660,27492.9238,492100.0000,189518,0.037498,0.000000,0.013137,0.030696,-0.087249,-0.633549,0.000000,0.140091,0.120765,0.014101,-0.017089,12.4,8,17,5.6,2,10,5852,1.719255,1632,0.002821,0,0.002020
11670,49527.6289,692600.0625,238327,0.048694,0.000000,0.018951,0.036725,0.191928,-0.679343,0.000000,0.312970,0.125167,0.000000,0.000000,12.3,8,18,5.7,2,9,4690,1.715746,2828,0.000740,0,0.000911
11680,38091.9023,610450.0000,208971,0.186755,0.000000,0.042351,0.016581,0.237062,-0.681191,0.000000,0.265461,0.142393,0.022041,-0.112359,12.4,7,18,5.6,2,9,5195,1.702389,3375,0.001873,0,0.002139
11690,46311.8164,684950.0000,225211,0.056497,0.000000,0.064315,0.027007,0.273688,-0.679793,0.000000,0.349725,0.113844,0.059710,-0.165092,12.4,8,18,5.6,2,9,4795,1.725799,3786,0.001463,0,0.000575
11700,29370.9668,581600.0625,170954,0.035022,0.000000,0.025581,0.019267,0.148522,-0.625935,0.000000,0.177177,0.157664,0.013984,-0.081550,12.3,7,17,5.6,2,9,5915,1.714157,3040,0.004835,0,0.003972
11710,25728.4160,256750.2031,202284,0.000000,0.000000,0.000000,0.027221,-0.969702,-0.652171,0.000000,0.495041,0.144129,0.000000,0.000000,12.5,8,17,5.5,2,10,6305,1.732731,3558,0.001350,0,0.000666
11720,36473.9688,590150.0000,207780,0.009079,0.000000,0.057719,0.028008,0.238215,-0.679392,0.000000,0.414772,0.083477,0.000000,0.000000,12.4,8,17,5.5,2,10,5385,1.726515,3488,0.002806,0,0.002353
11730,29854.8789,549750.0000,183730,0.052916,0.000000,0.116466,0.026296,0.129006,-0.658584,0.000000,0.387101,0.059507,0.121279,-0.308982,12.4,8,17,5.5,2,9,5799,1.720983,3345,0.002129,0,0.003177
11740,29341.8164,540900.0000,184534,0.007874,0.000000,0.030534,0.023608,-0.034060,-0.580967,0.000000,0.039458,0.155096,0.000000,0.000000,12.5,8,17,5.5,2,9,5963,1.721997,4134,0.003294,0,0.003559
11750,36348.7891,571450.0000,213548,0.076622,0.000000,0.096042,0.042468,0.294726,-0.700347,0.000000,0.482387,0.099822,0.116175,0.227975,12.5,7,17,5.6,2,10,5275,1.723269,3626,0.001458,0,0.002609
11760,29728.6250,352727.0938,208559,0.005682,0.000000,0.019869,0.012820,-0.968072,-0.787035,0.000000,0.491557,0.086494,0.000000,0.000000,12.4,7,16,5.6,2,10,5261,1.714898,4193,0.002165,0,0.002093
11770,51597.5000,670600.0625,257220,0.066742,0.000000,0.014502,0.016461,0.288851,-0.721759,0.000000,0.481211,0.101185,0.017282,0.078580,12.5,8,17,5.6,2,10,4712,1.690164,2400,0.001707,0,0.000263
11780,21088.7852,221144.0000,180418,0.000000,0.000000,0.000000,0.017291,-0.967452,-0.809246,0.000000,0.595928,0.060885,0.000000,0.000000,12.4,7,17,5.6,2,10,5772,1.722405,2558,0.002812,0,0.002911
11790,51318.1055,774800.0000,221233,0.042886,0.000000,0.085856,0.020001,0.166111,-0.603381,0.000000,0.213661,0.055158,0.093490,-0.245001,12.4,8,17,5.5,2,10,4938,1.714893,2964,0.001162,0,0.001450
11800,47671.9648,613900.0000,259430,0.153962,0.000000,0.043204,0.033018,0.030130,-0.695456,0.000000,0.375771,0.178828,0.000000,0.000000,12.4,7,17,5.6,2,9,4660,1.711751,3066,0.001304,0,0.000315
11810,34860.6367,582000.0000,201078,0.115986,0.000000,0.046898,0.027031,0.177161,-0.682273,0.000000,0.320036,0.077869,0.061588,-0.048401,12.3,8,17,5.6,2,9,5359,1.716575,2937,0.002792,0,0.002532
11820,58273.7812,865800.0000,224320,0.272934,0.000000,0.035529,0.022690,0.029534,-0.605652,0.000000,0.268107,0.098838,0.058600,-0.167891,12.4,8,17,5.6,2,9,4809,1.727728,4085,0.001748,0,0.001898
11830,39821.9961,620750.0000,215577,0.056072,0.000000,0.021206,0.020167,0.142220,-0.680623,0.000000,0.409174,0.164008,0.049056,-0.067348,12.5,7,17,5.5,2,10,5311,1.717557,2980,0.002100,0,0.002094
11840,35991.6562,545900.0000,221432,0.001078,0.000000,0.196997,0.024766,0.220378,-0.689640,0.000000,0.503046,0.086319,0.000000,0.000000,12.4,7,17,5.6,2,11,5238,1.702916,3299,0.002376,0,0.002519
11850,36482.9570,580350.0625,210805,0.036799,0.000000,0.031354,0.022303,0.198264,-0.695163,0.000000,0.393709,0.146457,0.045200,-0.124458,12.3,7,16,5.7,2,10,5232,1.702579,3508,0.002781,0,0.003696
11860,38335.8477,584900.0000,219965,0.000000,0.000000,0.000000,0.015428,0.017798,-0.711454,0.000000,0.328592,0.152480,0.000000,0.000000,12.4,6,17,5.6,2,9,5206,1.689669,4177,0.002120,0,0.002051
11870,41890.6953,653000.0000,214723,0.215805,0.000000,0.033127,0.026790,0.224992,-0.655716,0.000000,0.229687,0.133871,0.023688,-0.127432,12.5,7,17,5.5,2,9,5099,1.708009,3324,0.001439,0,0.001520
11880,29017.5137,536150.0000,182903,0.076891,0.000000,0.025018,0.019877,0.229163,-0.690752,0.000000,0.197820,0.123086,0.026786,0.176903,12.4,6,17,5.6,2,10,5764,1.714300,3162,0.004767,0,0.005308
11890,36720.1523,629250.0000,195806,0.109734,0.000000,0.053646,0.021040,0.107945,-0.664631,0.000000,0.285364,0.128782,0.048957,-0.156138,12.4,8,17,5.6,2,10,5381,1.717889,2896,0.003045,0,0.002979
11900,35886.3867,592450.0000,203346,0.000953,0.000000,0.093085,0.017131,0.206369,-0.699496,0.000000,0.293552,0.088330,0.000000,0.000000,12.5,8,18,5.5,2,9,5347,1.716018,3175,0.003687,0,0.004673
11910,18499.0352,412000.0000,153523,0.000000,0.000000,0.000000,0.018210,0.073676,-0.676022,0.000000,0.123248,0.084674,0.000000,0.000000,12.4,7,17,5.5,2,9,6311,1.715631,3980,0.007603,0,0.007669
11920,31359.5977,530550.0000,198093,0.198501,0.000000,0.039944,0.032431,-0.060866,-0.722443,0.000000,0.389180,0.162807,0.051005,-0.115995,12.4,7,18,5.6,2,10,5306,1.709837,3525,0.002257,0,0.001794
11930,23127.9707,372407.1875,176021,0.005104,0.000000,0.109186,0.019135,-0.944762,-0.789521,0.000000,0.564212,0.101104,0.000000,0.000000,12.5,8,17,5.5,2,9,5835,1.708119,3654,0.003023,0,0.004789
11940,27000.1602,521650.0312,174914,0.025060,0.000000,0.014321,0.022897,0.039891,-0.690760,0.000000,0.277085,0.099253,0.066194,0.114393,12.4,8,17,5.6,2,9,5819,1.725773,3742,0.003741,0,0.002996
11950,28905.0742,522550.0000,187104,0.130654,0.000000,0.048891,0.022266,-0.244903,-0.625094,0.000000,0.200030,0.130484,0.024600,-0.147344,12.4,7,17,5.6,2,9,5772,1.719386,4056,0.002513,0,0.003239
11960,43497.0156,635900.0000,227665,0.097158,0.000000,0.071981,0.025312,0.231317,-0.726278,0.000000,0.479235,0.108705,0.102671,-0.317544,12.4,7,18,5.6,2,9,4760,1.722597,4107,0.002285,0,0.001706
11970,41495.9258,692400.0000,201598,0.006558,0.000000,0.134154,0.033338,-0.028085,-0.620428,0.000000,0.278828,0.064726,0.000000,0.000000,12.4,6,18,5.6,2,9,5426,1.702574,4854,0.001113,0,0.000737
11980,44884.7812,627000.0000,238225,0.001923,0.000000,0.243741,0.036079,0.239632,-0.706936,0.000000,0.315314,0.119350,0.105075,0.282353,12.4,7,17,5.5,2,10,4631,1.723554,2155,0.001304,0,0.001710
11990,31998.8887,582700.0000,185362,0.267069,0.000000,0.029218,0.022544,0.034394,-0.663515,0.000000,0.275737,0.154478,0.021528,-0.135810,12.3,8,18,5.6,2,10,5707,1.723899,4550,0.002277,0,0.004124
12000,32597.5488,535000.0000,204901,0.041674,0.000000,0.087634,0.022106,0.099940,-0.694987,0.000000,0.314637,0.138102,0.055531,-0.092337,12.4,7,16,5.5,2,10,5426,1.718557,4268,0.001501,0,0.001602
12010,34790.7344,537750.0000,216990,0.034590,0.000000,0.043091,0.026688,0.205295,-0.708815,0.000000,0.287141,0.100833,0.000000,0.000000,12.3,8,17,5.6,2,10,5187,1.720299,3579,0.001811,0,0.001887
12020,40217.7461,553800.0000,243170,0.047408,0.000000,0.014248,0.018854,0.277996,-0.754638,0.000000,0.589790,0.121542,0.000000,0.000000,12.3,8,17,5.6,2,10,4933,1.700973,4056,0.000886,0,0.000131
12030,27454.3281,547950.0000,169301,0.021781,0.000000,0.053028,0.013602,0.120410,-0.699563,0.000000,0.328846,0.096621,0.089103,0.007878,12.4,8,18,5.5,2,9,5856,1.703165,4089,0.005335,0,0.004750
12040,20771.9121,311612.4062,178447,0.000006,0.000000,0.000000,0.022439,-0.954283,-0.776818,0.000000,0.591386,0.098396,0.000000,0.000000,12.4,8,17,5.6,2,10,5816,1.730489,4516,0.002660,0,0.001521
12050,36334.5859,441158.4062,237549,0.085798,0.000000,0.031986,0.023959,-0.940329,-0.778109,0.000000,0.674029,0.071519,0.000000,0.000000,12.4,7,17,5.6,2,9,4790,1.715162,3808,0.001601,0,0.001156
12060,42497.3711,645050.0000,221363,0.023255,0.000000,0.016137,0.016543,0.181148,-0.697345,0.000000,0.246266,0.080091,0.028938,0.010277,12.4,8,17,5.6,2,9,5262,1.701553,4681,0.001827,0,0.000695
12070,37257.1484,612500.0000,204538,0.049161,0.000000,0.011732,0.011703,0.239512,-0.689699,0.000000,0.285566,0.117733,0.017802,0.011548,12.4,8,17,5.5,2,9,5397,1.713593,3924,0.002204,0,0.002393
12080,31559.4883,537800.0000,196925,0.254027,0.000000,0.039376,0.017790,0.129315,-0.703629,0.000000,0.355327,0.076217,0.043899,-0.144418,12.4,7,16,5.6,2,9,5363,1.709202,3333,0.002211,0,0.001790
12090,51619.9258,683250.0000,251420,0.042338,0.000000,0.040492,0.017208,-0.055825,-0.694165,0.000000,0.382462,0.131755,0.000000,0.000000,12.3,8,17,5.6,2,9,4492,1.698130,2834,0.001503,0,0.000639
12100,23786.4746,414950.0000,193813,0.007865,0.000000,0.054098,0.019610,0.140366,-0.717347,0.000000,0.334774,0.116161,0.049321,-0.135229,12.4,8,17,5.6,2,9,5709,1.708871,2000,0.001708,0,0.003672
12110,28003.0488,475300.0312,199125,0.068526,0.000000,0.015049,0.020281,0.176200,-0.715427,0.000000,0.279473,0.195714,0.044267,-0.103114,12.5,8,17,5.5,2,9,5642,1.700279,3108,0.001634,0,0.000945
12120,23178.6992,409650.0000,191133,0.026722,0.000000,0.029014,0.027407,0.275416,-0.769678,0.000000,0.467261,0.125128,0.117444,0.116130,12.4,7,17,5.6,2,11,5687,1.719196,4274,0.002397,0,0.003118
12130,34150.4961,556500.0000,205804,0.000000,0.000000,0.000000,0.018326,0.236590,-0.707728,0.000000,0.335134,0.099738,0.000000,0.000000,12.3,7,17,5.6,2,10,5297,1.725969,3369,0.001336,0,0.001404
12140,30760.5898,458000.0000,225091,0.000000,0.000000,0.000000,0.023399,0.231536,-0.763249,0.000000,0.503076,0.118207,0.000000,0.000000,12.4,7,17,5.7,2,10,5124,1.729981,2378,0.001771,0,0.001121
12150,28139.3301,483800.0312,195041,0.092325,0.000000,0.033583,0.024156,0.185313,-0.762152,0.000000,0.552949,0.141084,0.060571,-0.235092,12.4,7,18,5.6,2,9,5402,1.729522,3822,0.001792,0,0.001743
12160,41781.4062,611350.0625,228269,0.001007,0.000000,0.000000,0.018529,0.189224,-0.739298,0.000000,0.557610,0.062231,0.000000,0.000000,12.4,8,17,5.5,2,10,4923,1.718899,2783,0.001383,0,0.001060
12170,27060.3633,303653.7188,185004,0.000000,0.000000,0.000000,0.015470,-0.970193,-0.764444,0.000000,0.459879,0.083629,0.000000,0.000000,12.5,8,17,5.5,2,9,5777,1.726726,3524,0.001851,0,0.002274
12180,21830.2109,236504.7969,194652,0.000000,0.000000,0.000000,0.016852,-0.958472,-0.851689,0.000000,0.517624,0.158979,0.000000,0.000000,12.4,8,17,5.6,2,10,5459,1.725531,4059,0.002510,0,0.002528
12190,79609.1797,849250.0000,309451,0.000018,0.000000,0.000000,0.019865,0.288428,-0.655527,0.000000,0.441754,0.073554,0.000000,0.000000,12.5,7,17,5.6,2,9,3430,1.721865,2490,0.002338,0,0.000251
12200,29804.6035,513200.0000,195664,0.174699,0.000000,0.042313,0.027158,-0.011366,-0.672564,0.000000,0.251912,0.116850,0.020528,-0.125228,12.5,7,17,5.5,2,9,5554,1.722409,2650,0.002354,0,0.003514
12210,58439.9414,853900.0000,228450,0.147557,0.000000,0.126177,0.021019,0.228204,-0.630768,0.000000,0.342522,0.147795,0.126536,-0.364651,12.4,7,18,5.5,2,9,4881,1.714456,3354,0.001566,0,0.001174
12220,36184.4766,581050.0000,209771,0.108542,0.000000,0.030175,0.013384,0.141781,-0.705453,0.000000,0.237294,0.173272,0.032256,-0.135881,12.4,7,17,5.6,2,10,5452,1.720610,3031,0.001830,0,0.002681
12230,35913.6641,587000.0000,205279,0.141843,0.000000,0.028182,0.018129,0.252506,-0.627001,0.000000,0.418998,0.147818,0.044965,-0.123427,12.4,8,18,5.6,2,10,5313,1.720483,3418,0.002735,0,0.002737
12240,28708.1230,546750.0000,176987,0.100883,0.000000,0.051081,0.015123,-0.231147,-0.682878,0.000000,0.235851,0.167634,0.062085,-0.134249,12.5,7,17,5.5,2,9,5697,1.706032,4542,0.004480,0,0.002670
12250,36939.2734,622850.0625,199675,0.108550,0.000000,0.029246,0.013975,0.143088,-0.649041,0.000000,0.285905,0.114754,0.038379,-0.106422,12.4,7,18,5.5,2,9,5520,1.714721,3877,0.002897,0,0.002809
12260,52599.1328,726450.0000,241635,0.099626,0.000000,0.043995,0.033295,0.211657,-0.641258,0.000000,0.273032,0.167204,0.018823,-0.013801,12.4,8,17,5.6,2,9,4730,1.694180,3228,0.001293,0,0.001327
12270,69569.4531,855250.0000,269436,0.148596,0.000000,0.047285,0.028252,0.246903,-0.621840,0.000000,0.360724,0.084459,0.056973,-0.114149,12.4,8,18,5.6,2,9,4043,1.717410,3216,0.000811,0,0.000459
12280,87087.2500,983700.0000,293095,0.184851,0.000000,0.036572,0.025950,0.239874,-0.567179,0.000000,0.288987,0.096869,0.031366,-0.103366,12.4,7,19,5.6,2,9,3777,1.710931,2794,0.000758,0,0.000201
12290,46084.0781,648800.0000,237302,0.150630,0.000000,0.025613,0.061110,0.154339,-0.651083,0.000000,0.296713,0.134331,0.067640,-0.221078,12.4,6,18,5.6,2,10,4814,1.696395,1658,0.001798,0,0.001095
12300,25986.9590,475750.0000,185423,0.000189,0.000000,0.131961,0.019802,0.186609,-0.660713,0.000000,0.275726,0.091288,0.000000,0.000000,12.4,8,17,5.5,2,9,5933,1.698304,3852,0.002695,0,0.002679
12310,47932.4375,639350.0625,250446,0.146525,0.000000,0.059501,0.047370,-0.018212,-0.641130,0.000000,0.223968,0.127016,0.037064,-0.177361,12.5,7,17,5.6,2,9,4742,1.720844,3498,0.000815,0,0.000867
12320,46703.2969,592400.0000,261397,0.166456,0.000000,0.064794,0.054222,0.119010,-0.725892,0.000000,0.368313,0.146691,0.027897,-0.143063,12.5,8,17,5.5,2,10,4196,1.708489,3930,0.000825,0,0.000893
12330,38158.0625,621250.0000,206582,0.002763,0.000000,0.047831,0.023302,-0.001858,-0.685942,0.000000,0.225591,0.128195,0.000000,0.000000,12.4,8,17,5.5,2,10,5398,1.708967,2657,0.002359,0,0.002617
12340,25644.6621,322633.3125,193424,0.000000,0.000000,0.000000,0.035203,-0.967532,-0.766889,0.000000,0.473432,0.116232,0.000000,0.000000,12.4,7,17,5.5,2,10,5807,1.716696,3153,0.001841,0,0.001750
12350,29886.9805,327633.5938,209455,0.000028,0.000000,0.000000,0.012291,-0.961048,-0.802777,0.000000,0.418066,0.127360,0.000000,0.000000,12.4,7,17,5.6,2,10,5199,1.709279,3460,0.002449,0,0.003286
12360,20156.2539,410500.0000,167216,0.000000,0.000000,0.000000,0.013009,0.157799,-0.737042,0.000000,0.242087,0.125180,0.000000,0.000000,12.5,8,17,5.5,2,10,6138,1.714875,3348,0.003956,0,0.004337
12370,16215.3057,197508.7969,169614,0.031206,0.000000,0.067227,0.033124,-0.967850,-0.805138,0.000000,0.442406,0.147005,0.041404,-0.153111,12.5,7,19,5.5,2,10,6052,1.714692,3746,0.003949,0,0.007250
12380,40795.3750,671150.0000,204841,0.016271,0.000000,0.208339,0.037084,0.143829,-0.631290,0.000000,0.344277,0.133147,0.000000,0.000000,12.4,8,17,5.6,2,10,5511,1.728682,3826,0.002069,0,0.002545
12390,34834.6133,600050.0000,196050,0.045917,0.000000,0.040165,0.020234,0.195578,-0.665451,0.000000,0.283458,0.103023,0.047192,-0.165484,12.5,8,17,5.5,2,10,5654,1.736291,3399,0.001653,0,0.002137
12400,20546.7402,382900.0000,181535,0.000813,0.000000,0.028652,0.026524,0.268793,-0.753573,0.000000,0.509682,0.087672,0.000000,0.000000,12.4,8,18,5.6,2,9,5828,1.720802,3370,0.002211,0,0.002904
12410,24645.9102,409150.0000,204114,0.011175,0.000000,0.026725,0.024115,0.207350,-0.717937,0.000000,0.352213,0.087945,0.000000,0.000000,12.4,7,17,5.5,2,9,5737,1.724152,2388,0.000670,0,0.000554
12420,34600.9453,512650.0312,227783,0.007724,0.000000,0.072247,0.015051,0.121204,-0.698384,0.000000,0.579729,0.110659,0.000000,0.000000,12.5,8,17,5.6,2,10,5510,1.706660,2934,0.001504,0,0.001024
12430,33660.0234,527700.0000,213985,0.134045,0.000000,0.071385,0.021473,0.183699,-0.733356,0.000000,0.520471,0.110177,0.109915,-0.202594,12.4,8,18,5.6,2,11,5251,1.719035,2996,0.002179,0,0.001121
12440,47494.6367,700750.0000,226746,0.075788,0.000000,0.006187,0.020255,0.185272,-0.648417,0.000000,0.324889,0.109934,0.056189,0.074439,12.5,7,18,5.5,2,10,4992,1.717836,3627,0.001222,0,0.001935
12450,49308.1328,675150.0000,245224,0.074941,0.000000,0.054254,0.033652,0.208928,-0.652854,0.000000,0.182169,0.129319,0.013122,-0.093964,12.5,7,17,5.5,2,9,5019,1.728510,2941,0.000534,0,0.000130
12460,38331.3867,593150.0000,216920,0.116947,0.000000,0.061741,0.027381,0.233536,-0.677848,0.000000,0.313850,0.076250,0.105344,-0.228484,12.4,7,18,5.5,2,10,5261,1.719844,3686,0.001509,0,0.001604
12470,44106.5430,631000.0000,234245,0.091949,0.000000,0.052935,0.024095,0.179536,-0.651457,0.000000,0.389975,0.063712,0.095603,-0.250000,12.5,8,19,5.5,2,10,5025,1.710362,2748,0.001055,0,0.001204
12480,32267.5645,472500.0000,228709,0.000214,0.000000,0.132368,0.023349,0.210850,-0.730365,0.000000,0.358116,0.104322,0.000000,0.000000,12.4,8,19,5.4,2,10,5048,1.715543,3916,0.001198,0,0.001335
12490,36272.4570,604950.0000,202628,0.121714,0.000000,0.035916,0.024409,0.095620,-0.616249,0.000000,0.103440,0.148940,0.006130,-0.080107,12.5,8,18,5.5,2,9,5625,1.707803,3065,0.002128,0,0.001813
12500,43518.5156,661100.0625,219728,0.000000,0.000000,0.000000,0.012884,0.060189,-0.713182,0.000000,0.396511,0.091201,0.000000,0.000000,12.4,8,19,5.6,2,10,4961,1.714813,2419,0.002455,0,0.001586
12510,35656.6367,521150.0312,229016,0.100935,0.000000,0.126729,0.040360,0.207332,-0.687984,0.000000,0.322412,0.170011,0.080050,-0.272655,12.5,7,18,5.5,2,9,5010,1.727553,3384,0.001253,0,0.001927
12520,16977.6777,118486.8047,156608,0.000654,0.000000,0.099336,0.016822,-0.969740,-0.730303,0.000000,0.577875,0.070087,0.000000,0.000000,12.5,8,17,5.5,2,10,6509,1.713727,2951,0.003970,0,0.004796
12530,68783.7344,943750.0000,243335,0.084925,0.000000,0.047096,0.023975,-0.121254,-0.573906,0.000000,0.185135,0.108480,0.040135,-0.156303,12.4,8,17,5.5,2,9,4729,1.720375,2693,0.001725,0,0.001713
12540,21403.2539,403600.0000,180080,0.007586,0.000000,0.049907,0.020953,0.042347,-0.740257,0.000000,0.481846,0.111325,0.000000,0.000000,12.4,7,17,5.6,2,9,5946,1.712474,2862,0.003204,0,0.002422
12550,32069.2012,580300.0000,186945,0.024232,0.000000,0.080257,0.017662,0.088803,-0.651006,0.000000,0.199695,0.066498,0.080518,-0.213819,12.4,8,18,5.6,2,9,5780,1.716895,4334,0.002754,0,0.002543
12560,28041.8789,484550.0312,193933,0.062753,0.000000,0.032690,0.028022,0.124326,-0.735535,0.000000,0.388797,0.138850,0.021116,-0.015324,12.5,6,17,5.6,2,9,5350,1.722672,3002,0.004333,0,0.007361
12570,32270.3145,576750.0000,189000,0.124988,0.000000,0.092161,0.034774,0.180035,-0.647208,0.000000,0.266854,0.072447,0.000000,0.000000,12.5,8,18,5.6,2,10,5725,1.731382,4364,0.003278,0,0.003830
12580,19768.0957,434450.0000,155735,0.014755,0.000000,0.205302,0.031572,0.216117,-0.627067,0.000000,0.203543,0.211941,0.000000,0.000000,12.5,8,17,5.6,2,9,6356,1.709305,4381,0.004999,0,0.006786
12590,66940.8828,855000.0000,259935,0.097197,0.000000,0.022872,0.014493,0.178429,-0.633014,0.000000,0.319769,0.100682,0.023966,-0.116835,12.4,8,18,5.5,2,10,4297,1.716147,3260,0.001765,0,0.000344
12600,49690.7148,733300.0000,226417,0.044411,0.000000,0.025346,0.014312,0.266136,-0.634678,0.000000,0.323881,0.076449,0.000000,0.000000,12.5,8,18,5.5,2,10,4931,1.707674,3689,0.000874,0,0.000507
12610,22518.6445,391300.0312,194506,0.155350,0.000000,0.060737,0.037147,0.205691,-0.761331,0.000000,0.452318,0.143391,0.103340,-0.269143,12.5,8,17,5.5,2,9,5706,1.709145,3373,0.003820,0,0.002674
12620,34190.0586,510650.0000,225129,0.073066,0.000000,0.042742,0.020078,0.292086,-0.706865,0.000000,0.343040,0.184141,0.034883,-0.007242,12.4,7,17,5.6,2,9,5271,1.717530,2521,0.001290,0,0.000235
12630,30688.1465,499900.0000,207234,0.034031,0.000000,0.026287,0.014934,0.098480,-0.709009,0.000000,0.427096,0.157503,0.045540,-0.107572,12.5,7,18,5.6,2,9,5579,1.714430,2813,0.001085,0,0.000640
12640,31229.9648,558550.0000,189139,0.122518,0.000000,0.035512,0.021305,0.055398,-0.642815,0.000000,0.260064,0.151913,0.037855,-0.151240,12.5,7,17,5.5,2,10,5754,1.716947,2164,0.003490,0,0.003008
12650,33684.5547,540750.0000,209127,0.008134,0.000000,0.039264,0.014144,0.118411,-0.739441,0.000000,0.527977,0.078218,0.000000,0.000000,12.5,8,17,5.5,2,9,5323,1.706143,2984,0.003006,0,0.001836
12660,51377.7969,751800.0000,228509,0.227156,0.000000,0.045843,0.029345,-0.206612,-0.654588,0.000000,0.360144,0.109021,0.073946,-0.243568,12.4,8,18,5.6,2,9,4962,1.717765,3420,0.001874,0,0.001537
12670,40613.1250,587050.0000,233345,0.034830,0.000000,0.017616,0.023255,0.257630,-0.653250,0.000000,0.338237,0.124481,0.000000,0.000000,12.4,7,18,5.6,2,9,5327,1.711146,3001,0.001169,0,0.000236
12680,41107.9766,646050.0000,213150,0.055700,0.000000,0.031499,0.015577,0.240176,-0.673541,0.000000,0.343043,0.118011,0.000000,0.000000,12.4,7,17,5.6,2,9,5200,1.715207,2806,0.002975,0,0.002604
12690,33615.9141,518250.0000,217895,0.058127,0.000000,0.034335,0.024473,0.167087,-0.700455,0.000000,0.253355,0.161586,0.084538,-0.028326,12.4,8,18,5.5,2,9,5287,1.714123,3417,0.002167,0,0.001526
12700,33952.9297,554150.0000,206910,0.125893,0.000000,0.053513,0.022256,0.215438,-0.698399,0.000000,0.281210,0.138844,0.036857,-0.114913,12.4,8,17,5.6,2,10,5578,1.712076,4238,0.001740,0,0.001600
12710,67973.3828,766650.0000,293883,0.049760,0.000000,0.027181,0.020453,0.258148,-0.647297,0.000000,0.380825,0.104066,0.025711,0.060701,12.5,7,17,5.5,2,9,3866,1.713561,2163,0.001229,0,0.000218
12720,25101.8984,446000.0000,188692,0.000741,0.000000,0.000000,0.027116,0.049339,-0.797380,0.000000,0.449640,0.135095,0.000000,0.000000,12.4,8,17,5.6,2,9,5394,1.719606,4178,0.002294,0,0.002227
12730,37764.2109,624600.0625,203076,0.061367,0.000000,0.044104,0.023274,0.246134,-0.667705,0.000000,0.596932,0.054435,0.078595,-0.209123,12.5,8,17,5.5,2,9,5379,1.723299,3617,0.003480,0,0.004195
